,CHLA,DO,PH,PHEO,SALINITY,SECCHI,SIGMA_T,SPCOND,TSS,WTEMP,SampleDepth,Latitude,Longitude,timestamp
1650,2.136,6.8,7.3,1.153,5.26,0.6,1.7381,10900.0,11.6,22.4,0.5,39.4028,-76.1019,1474965.0
1651,31.613,12.3,8.4,5.917,10.04,0.8,6.35249,17600.0,9.2,18.0,0.5,39.2282,-76.40063,1476354.54
1652,10.039,6.5,7.32,3.418,10.04,0.9,5.83449,16750.0,8.0,20.4,1.0,39.2282,-76.40063,1475566.2
1653,10.039,8.1,7.7,1.324,13.39,1.2,8.43249,21200.0,2.4,18.5,0.5,39.21348,-76.24617,1476353.82
1654,3.051,5.6,7.4,2.929,14.62,,8.51189,24336.0,6.0,21.6,1.0,39.21348,-76.24617,1475579.7
1655,7.323,9.3,7.9,1.327,10.89,1.6,7.10883,18000.0,3.7,17.8,0.5,39.2473,-76.3323,1476352.68
1656,2.563,7.7,7.7,1.623,11.34,0.8,7.26238,19400.0,14.2,18.4,0.5,39.2588,-76.2863,1476351.9
1657,4.486,6.9,7.6,0.74,12.2,1.4,8.56175,19600.0,2.4,18.7,0.5,39.3196,-76.2086,1476350.52
1658,2.456,7.8,7.5,0.74,10.76,1.2,6.86138,18200.0,6.2,18.0,0.5,39.2954,-76.2534,1476350.16
1659,5.767,9.4,7.7,2.307,8.38,1.0,5.31678,16300.0,6.2,16.8,0.5,39.29892,-76.33149,1476344.64
1660,2.314,7.7,7.5,0.74,9.53,1.4,6.95489,14900.0,4.7,18.2,0.5,39.3622,-76.1749,1476348.42
1661,3.418,7.7,7.5,0.74,9.33,1.3,5.76922,16300.0,5.6,18.2,0.5,39.35393,-76.1296,1476346.74
1662,5.34,7.9,7.4,1.282,8.37,0.9,4.49694,14744.0,5.7,20.7,1.0,39.35393,-76.1296,1475576.1
1663,1.869,7.9,7.6,1.682,7.24,0.6,4.27069,13000.0,17.5,17.7,0.5,39.4028,-76.1019,1476349.08
1664,4.699,7.7,7.6,0.74,9.72,0.8,4.91979,15500.0,8.8,18.8,0.5,39.34873,-76.17579,1476870.78
1665,4.486,7.9,7.8,0.74,14.06,0.9,7.16618,23500.0,11.6,19.1,5.0,39.2495,-76.2405,1476868.44
1666,16.874,10.9,8.26,1.218,10.61,0.7,7.66315,18269.0,12.8,13.1,0.4,39.2282,-76.40063,1477391.4
1667,16.234,8.9,8.02,3.802,14.53,,9.47463,22810.0,9.2,19.7,1.0,39.21348,-76.24617,1476874.8
1668,5.187,7.9,7.35,0.793,9.57,1.4,5.82781,16661.0,6.9,18.8,1.0,39.35393,-76.1296,1476870.3
1669,4.913,9.6,7.9,0.74,7.93,1.1,5.03686,14100.0,9.2,11.8,0.5,39.34873,-76.17579,1479289.98
1670,12.358,10.0,8.1,0.74,8.19,1.2,5.97019,17900.0,9.2,11.8,0.5,39.2495,-76.2405,1479287.64
1671,5.103,9.1,7.8,2.041,10.56,,7.71856,18200.0,2.9,14.4,1.0,39.21348,-76.24617,1477999.8
1672,5.696,9.5,7.49,0.866,5.11,,3.25656,9370.0,2.9,14.1,1.0,39.35393,-76.1296,1477995.3
1673,9.612,11.5,8.0,0.74,4.36,0.7,2.42428,8300.0,12.0,5.5,0.5,39.34873,-76.17579,1481718.72
1674,3.916,11.2,8.0,2.314,8.5,0.8,7.40142,22500.0,10.8,5.4,4.0,39.2495,-76.2405,1481707.38
1675,1.922,13.5,7.9,4.833,9.98,0.7,1.23569,17300.0,71.3,1.9,0.5,39.34873,-76.17579,1484820.42
1676,1.495,13.4,8.1,1.153,2.14,0.7,1.75411,23600.0,6.0,2.7,0.5,39.2495,-76.2405,1484818.2
1677,2.136,12.8,7.8,5.269,1.01,0.6,0.80049,2500.0,46.5,5.3,0.5,39.34873,-76.17579,1490109.3
1678,5.554,11.9,7.7,1.965,5.82,0.7,4.64745,10700.0,9.6,5.8,0.5,39.2495,-76.2405,1490106.96
1679,0.62,11.3,7.7,2.67,0.0,0.2,-0.43832,158.0,80.0,12.1,0.5,39.34873,-76.17579,1492078.38
1680,1.602,10.8,7.8,2.83,8.69,0.2,6.47149,15300.0,82.0,9.6,5.0,39.2495,-76.2405,1492075.8
1681,3.738,10.0,7.57,4.486,3.24,0.3,2.05417,6200.0,22.0,12.4,1.2,39.2282,-76.40063,1491303.6
1682,2.136,10.1,7.39,3.097,0.99,0.3,0.29984,2466.0,23.0,12.3,1.0,39.21348,-76.24617,1492078.5
1683,3.204,11.0,6.72,1.282,0.0,0.4,-0.53378,399.0,16.0,12.8,1.0,39.35393,-76.1296,1492074.9
1684,12.602,10.9,8.1,1.602,0.86,0.4,-0.57024,2230.0,13.2,17.4,0.5,39.2282,-76.40063,1492516.74
1685,60.342,10.2,8.25,22.268,0.91,0.1,-0.11652,2323.0,97.0,14.9,0.7,39.2282,-76.40063,1493120.7
1686,1.068,8.9,7.2,1.922,2.73,0.4,1.55334,5450.0,14.0,13.2,0.5,39.21348,-76.24617,1492508.76
1687,14.418,6.6,7.3,4.085,7.22,0.8,5.02385,9406.0,11.5,13.8,1.0,39.21348,-76.24617,1493202.6
1688,2.136,9.0,7.3,1.004,1.19,0.5,0.26231,2360.0,12.0,15.1,0.5,39.2473,-76.3323,1492515.3
1689,1.068,9.7,7.3,0.74,0.93,0.3,0.05873,2360.0,15.7,13.8,0.5,39.2588,-76.2863,1492506.6
1690,0.62,9.2,7.1,2.385,0.69,0.3,0.0629,850.0,19.3,14.2,0.5,39.3196,-76.2086,1492505.28
1691,1.922,9.4,7.4,1.517,0.4,0.5,-0.49673,1410.0,19.2,14.8,0.5,39.2954,-76.2534,1492512.96
1692,9.826,9.8,7.6,3.183,0.35,0.6,-0.77265,1320.0,13.2,16.3,0.5,39.29892,-76.33149,1492505.88
1693,0.854,9.4,7.6,0.74,0.0,0.8,-0.8827,168.0,10.4,15.3,0.5,39.3622,-76.1749,1492510.62
1694,2.136,9.4,7.4,2.35,0.0,0.3,-0.70581,283.0,20.7,14.1,0.5,39.35393,-76.1296,1492501.2
1695,2.67,9.0,7.56,1.816,0.89,0.5,-0.15484,2375.0,14.0,15.1,1.0,39.35393,-76.1296,1493199.0
1696,1.282,9.4,7.4,0.74,0.0,0.6,-0.85203,170.0,11.2,15.1,0.5,39.4028,-76.1019,1492503.66
1697,3.56,10.1,7.6,2.777,0.0,0.4,-0.79212,285.0,37.3,14.7,0.5,39.34873,-76.17579,1494497.52
1698,2.848,8.4,7.6,1.032,1.46,0.5,5.54975,14800.0,16.0,15.1,5.0,39.2495,-76.2405,1494495.06
1699,13.35,11.1,8.4,2.35,2.13,0.3,0.58383,4285.0,12.0,16.4,0.9,39.2282,-76.40063,1494326.7
1700,9.826,8.2,7.53,3.631,3.01,0.5,0.87237,6006.0,12.0,16.3,1.0,39.21348,-76.24617,1494497.7
1701,10.039,10.2,7.68,1.324,0.0,0.6,-0.9614,323.0,10.4,16.0,1.0,39.35393,-76.1296,1494494.1
1702,28.622,12.8,8.8,2.179,1.24,0.6,-0.64104,2910.0,11.2,19.3,0.5,39.2282,-76.40063,1495021.44
1703,22.428,8.5,7.73,7.326,2.13,0.5,0.02008,4408.0,13.2,19.4,1.0,39.2282,-76.40063,1496214.9
1704,14.738,11.3,8.4,0.961,1.91,0.6,0.05006,4100.0,7.6,18.4,0.5,39.21348,-76.24617,1495018.68
1705,7.903,7.1,7.42,3.012,4.9,0.6,2.45855,8769.0,8.4,17.8,1.0,39.21348,-76.24617,1495620.9
1706,25.205,9.0,7.7,1.73,2.39,0.5,0.74962,3710.0,8.0,18.7,0.5,39.2473,-76.3323,1495019.94
1707,4.058,9.6,7.7,0.876,1.61,0.6,0.06086,3540.0,9.6,17.1,0.5,39.2588,-76.2863,1495016.52
1708,1.526,7.1,7.2,0.74,3.61,0.7,1.95713,481.0,6.3,16.1,0.5,39.3196,-76.2086,1495015.02
1709,3.845,9.3,7.6,1.538,1.04,0.5,-0.2909,2550.0,20.0,16.4,0.5,39.2954,-76.2534,1495017.72
1710,20.933,9.8,7.9,2.093,0.68,0.6,-0.67308,1410.0,10.0,17.2,0.5,39.29892,-76.33149,1495011.12
1711,2.003,9.3,7.5,0.74,0.27,0.7,-0.75257,509.0,5.2,18.0,0.5,39.3622,-76.1749,1495016.28
1712,2.441,9.5,7.4,0.87,0.09,0.9,-1.01466,821.0,5.4,16.3,0.5,39.35393,-76.1296,1495010.46
1713,2.563,8.5,7.35,1.623,0.26,0.6,-1.29353,1090.0,12.4,18.8,1.0,39.35393,-76.1296,1495616.4
1714,0.801,9.6,7.5,0.74,0.0,1.1,-1.07642,155.0,5.2,16.5,0.5,39.4028,-76.1019,1495013.22
1715,8.188,6.2,7.6,5.383,1.62,0.9,2.07388,9310.0,18.5,20.2,0.5,39.34873,-76.17579,1496917.02
1716,10.894,7.1,7.1,3.674,8.44,1.1,-0.01101,5100.0,8.4,20.6,1.0,39.2495,-76.2405,1496914.2
1717,10.253,5.7,7.3,9.783,4.67,0.8,2.16995,8957.0,8.4,21.2,1.0,39.21348,-76.24617,1496830.5
1718,4.486,8.3,7.56,0.748,0.0,0.6,-2.16726,563.0,6.4,22.0,1.0,39.35393,-76.1296,1496826.0
1719,3.738,7.1,7.9,6.337,0.0,0.6,-3.20789,458.0,35.5,26.2,0.5,39.34873,-76.17579,1498644.24
1720,2.403,6.1,7.6,1.522,0.35,0.6,-2.86739,1600.0,40.0,24.6,5.0,39.2495,-76.2405,1498641.78
1721,17.302,7.6,8.08,6.472,3.09,0.5,-0.68794,6127.0,14.8,25.5,0.9,39.2282,-76.40063,1498029.3
1722,21.36,9.8,8.5,2.563,2.73,0.4,-1.48074,5540.0,16.0,27.4,0.5,39.2282,-76.40063,1498045.74
1723,13.67,6.0,7.4,3.524,3.38,0.7,-0.82328,6560.0,8.8,26.8,0.5,39.21348,-76.24617,1498040.04
1724,9.345,5.8,7.39,5.42,3.36,0.6,-0.74518,6659.0,16.0,26.4,1.0,39.21348,-76.24617,1498125.6
1725,16.02,7.2,7.6,0.801,2.14,0.5,-1.53863,4480.0,8.0,26.5,0.5,39.2473,-76.3323,1498043.94
1726,6.983,7.4,7.5,5.381,3.0,0.3,-0.91706,6000.0,34.3,26.1,0.5,39.2588,-76.2863,1498038.12
1727,4.005,6.8,7.4,1.415,1.65,0.5,-1.76785,2890.0,9.0,26.1,0.5,39.3196,-76.2086,1498036.62
1728,5.874,7.5,7.6,1.602,2.38,0.5,-1.44937,4930.0,17.0,26.0,0.5,39.2954,-76.2534,1498040.16
1729,17.622,6.8,7.5,2.937,1.6,0.4,-1.97302,3360.0,17.0,26.1,0.5,39.29892,-76.33149,1498031.7
1730,6.408,7.3,7.6,1.317,0.61,0.6,-2.71283,1700.0,10.0,26.3,0.5,39.3622,-76.1749,1498037.7
1731,4.984,7.1,7.6,0.74,0.19,0.5,-3.04927,995.0,9.3,26.2,0.5,39.35393,-76.1296,1498032.12
1732,4.539,7.2,7.41,0.74,0.08,0.7,-3.28259,767.0,8.5,26.7,1.0,39.35393,-76.1296,1498122.0
1733,5.607,7.7,7.6,0.74,0.56,0.5,-2.81187,1680.0,12.5,26.2,0.5,39.4028,-76.1019,1498034.76
1734,3.204,6.5,7.5,3.133,1.05,0.7,-2.60853,2580.0,9.0,27.1,0.5,39.34873,-76.17579,1499853.3
1735,6.052,5.9,7.3,4.664,3.47,0.8,-1.52863,6800.0,13.3,25.5,7.0,39.2495,-76.2405,1499851.02
1736,19.438,8.0,8.17,4.037,2.68,0.8,-1.62188,5448.0,14.8,27.5,0.9,39.2282,-76.40063,1499067.0
1737,16.234,5.5,7.5,3.503,4.48,0.8,-0.10534,8500.0,5.6,26.6,1.0,39.21348,-76.24617,1499344.2
1738,4.005,6.7,7.4,3.284,0.47,0.7,-3.09834,1350.0,18.0,27.1,1.0,39.35393,-76.1296,1499348.7
1739,,6.4,7.6,,0.62,0.8,-3.49864,750.0,,28.9,7.0,39.34873,-76.17579,1501078.68
1740,,7.3,7.2,,1.17,0.9,-3.02705,11800.0,,28.7,0.5,39.2495,-76.2405,1501076.04
1741,17.088,8.4,8.2,2.35,3.39,0.3,-1.57077,6668.0,39.0,29.5,0.8,39.2282,-76.40063,1500373.8
1742,18.37,9.3,8.3,4.208,3.08,0.5,-2.14645,6130.0,12.8,30.6,0.5,39.2282,-76.40063,1500462.54
1743,11.534,5.1,7.4,5.361,3.54,0.7,-1.18216,6920.0,10.4,28.6,1.0,39.21348,-76.24617,1500379.2
1744,11.214,6.4,7.4,2.617,3.11,0.8,-1.68986,6290.0,4.5,29.1,0.5,39.21348,-76.24617,1500459.9
1745,6.835,8.2,7.4,3.033,2.81,1.2,-1.97454,5730.0,3.2,29.3,0.5,39.2473,-76.3323,1500460.92
1746,7.476,7.1,7.4,2.741,2.11,0.5,-2.26281,4510.0,12.0,28.3,0.5,39.2588,-76.2863,1500457.98
1747,7.743,5.2,7.2,1.602,2.21,0.7,-2.01411,1950.0,5.0,28.9,0.5,39.3196,-76.2086,1500456.72
1748,7.69,7.8,7.5,1.581,0.75,0.9,-3.34251,2860.0,6.0,28.7,0.5,39.2954,-76.2534,1500458.46
1749,7.903,6.0,7.2,2.713,1.77,0.6,-2.52561,3840.0,9.2,28.6,0.5,39.29892,-76.33149,1500452.04
1750,17.088,7.9,7.7,2.2,0.0,0.7,-3.96435,510.0,10.0,29.2,0.5,39.3622,-76.1749,1500456.96
1751,8.971,7.6,7.5,3.289,0.24,0.7,-3.75482,1160.0,12.0,28.7,0.9,39.35393,-76.1296,1500374.7
1752,8.544,7.5,7.3,1.549,0.15,0.7,-3.88096,948.0,6.0,29.0,0.5,39.35393,-76.1296,1500452.76
1753,7.476,6.7,7.2,0.748,0.0,0.5,-4.08198,260.0,8.0,29.3,0.5,39.4028,-76.1019,1500455.1
1754,3.204,6.5,7.5,0.819,0.95,0.8,-2.59145,2400.0,6.7,25.9,0.5,39.34873,-76.17579,1502360.58
1755,1.78,4.6,7.6,1.139,10.11,0.5,-0.94504,8530.0,4.0,25.7,5.0,39.2495,-76.2405,1502357.4
1756,20.292,10.3,8.32,0.74,1.8,0.4,-2.37971,3981.0,12.0,28.0,1.0,39.2282,-76.40063,1501587.9
1757,27.127,7.9,7.94,6.216,3.11,1.0,-1.11034,5940.0,8.0,27.1,1.0,39.21348,-76.24617,1501668.9
1758,7.69,7.4,7.57,1.88,1.39,1.4,-2.32208,3145.0,4.0,26.8,1.0,39.35393,-76.1296,1501666.2
1759,8.33,6.0,7.4,0.74,6.99,1.2,0.04811,8800.0,15.2,24.3,0.5,39.34873,-76.17579,1504175.4
1760,5.767,7.6,7.8,1.581,4.42,1.0,0.65594,15200.0,3.2,24.2,2.0,39.2495,-76.2405,1504171.74
1761,21.36,7.8,7.9,12.88,3.01,0.4,-0.80168,6030.0,14.4,25.7,0.5,39.2282,-76.40063,1502795.46
1762,22.962,7.9,7.72,6.194,3.15,0.7,-1.47828,6250.0,12.5,26.8,0.9,39.2282,-76.40063,1502955.9
1763,11.214,7.5,7.18,10.84,3.28,0.3,0.0673,6467.0,30.0,23.1,1.0,39.2282,-76.40063,1503996.3
1764,11.748,6.1,7.5,5.746,5.28,0.9,0.90979,11590.0,4.4,25.7,0.5,39.21348,-76.24617,1502796.54
1765,4.486,3.4,7.03,5.084,4.77,1.0,0.55247,8855.0,6.0,25.6,1.0,39.21348,-76.24617,1502871.3
1766,11.962,6.1,7.8,10.915,9.01,0.8,3.83462,15800.0,10.4,25.1,1.0,39.21348,-76.24617,1504001.7
1767,5.34,6.7,7.3,4.571,3.04,0.4,-0.77905,6080.0,11.6,25.7,0.5,39.2473,-76.3323,1502794.02
1768,7.262,5.7,7.3,2.157,2.94,1.0,-0.82525,5640.0,5.0,26.0,0.5,39.2588,-76.2863,1502793.9
1769,3.845,5.2,7.3,1.388,1.83,0.9,-1.79947,1870.0,6.8,26.1,0.5,39.3196,-76.2086,1502792.16
1770,4.058,6.5,7.5,2.371,1.72,0.4,-1.86311,3340.0,8.8,26.0,0.5,39.2954,-76.2534,1502790.9
1771,6.622,6.0,7.6,2.948,2.08,0.6,-1.50358,5270.0,8.8,25.8,0.5,39.29892,-76.33149,1502784.9
1772,5.34,6.6,7.8,2.585,0.0,0.4,-3.20789,369.0,14.4,26.2,0.5,39.3622,-76.1749,1502789.28
1773,3.204,6.0,7.4,2.328,0.67,0.9,-2.67507,1753.0,6.4,26.1,0.5,39.35393,-76.1296,1502787.72
1774,4.058,6.4,7.17,1.773,0.6,0.7,-2.78168,1802.0,12.0,26.2,0.9,39.35393,-76.1296,1502875.8
1775,7.209,7.4,7.6,5.687,3.07,0.8,-0.46746,5820.0,20.5,24.6,1.0,39.35393,-76.1296,1504005.3
1776,2.563,7.0,7.6,2.221,0.0,1.0,-3.26164,226.0,4.8,26.4,0.5,39.4028,-76.1019,1502790.3
1777,13.35,8.8,8.01,5.527,6.8,0.5,3.23518,12180.0,13.5,21.0,0.9,39.2282,-76.40063,1505202.3
1778,7.049,7.4,7.6,2.52,5.82,0.7,2.21073,10700.0,7.2,22.2,0.5,39.2282,-76.40063,1504784.7
1779,5.34,7.8,7.9,2.884,9.78,1.5,5.26045,16875.0,4.6,21.9,1.0,39.21348,-76.24617,1505297.7
1780,5.126,6.8,7.5,1.816,5.51,0.7,1.97555,11400.0,6.4,22.2,0.5,39.2473,-76.3323,1504782.96
1781,1.068,6.8,7.5,1.773,6.12,0.8,2.41432,11500.0,10.0,22.4,0.5,39.2954,-76.2534,1504780.92
1782,8.33,7.4,7.5,2.136,4.69,0.7,1.56116,7780.0,6.0,21.8,0.5,39.29892,-76.33149,1504774.74
1783,2.136,6.8,7.4,1.602,4.73,0.8,1.76428,8960.0,10.4,22.6,0.5,39.3622,-76.1749,1504778.88
1784,6.194,7.1,7.49,1.88,4.41,0.8,1.28075,8441.0,9.6,21.6,1.0,39.35393,-76.1296,1505294.1
1785,2.35,7.2,7.6,0.79,4.48,0.8,1.0116,8500.0,6.4,21.8,0.5,39.35393,-76.1296,1504775.82
1786,2.136,7.4,7.6,1.153,3.33,0.7,0.29689,6550.0,10.4,22.3,0.5,39.4028,-76.1019,1504778.82
1787,10.894,,7.3,1.367,,1.4,,,5.1,24.8,0.5,39.34873,-76.17579,1506507.78
1788,,,,,,,,,,,4.0,39.34873,-76.17579,1506507.78
1789,,,,,,,,,,,1.0,39.34873,-76.17579,1506507.78
1790,13.731,,7.7,2.334,,1.3,,,5.4,24.5,1.0,39.2495,-76.2405,1506504.9
1791,,,,,,,,,,,1.0,39.2495,-76.2405,1506504.9
1792,6.141,6.5,7.58,3.578,8.25,0.7,3.37832,14601.0,11.0,24.8,0.9,39.2282,-76.40063,1506499.2
1793,23.923,7.4,7.87,8.822,12.63,,6.56056,21347.0,7.6,24.8,1.0,39.21348,-76.24617,1506509.1
1794,8.758,6.8,7.38,2.307,6.11,,1.82536,11184.0,11.6,24.5,1.0,39.35393,-76.1296,1506504.6
1795,9.612,7.1,7.37,1.228,10.19,0.8,5.19473,18099.0,28.0,23.5,0.9,39.2282,-76.40063,1507721.4
1796,13.884,10.1,8.2,1.517,9.46,1.0,5.06637,16600.0,7.2,21.8,0.5,39.2282,-76.40063,1507032.96
1797,5.126,6.0,7.58,2.499,13.12,1.2,7.44083,22297.0,6.8,22.6,1.0,39.21348,-76.24617,1507722.3
1798,8.544,8.0,7.6,1.623,12.59,0.9,7.5346,19600.0,2.8,20.6,0.5,39.21348,-76.24617,1507029.96
1799,2.99,7.1,7.6,0.74,10.89,1.2,6.2938,17900.0,2.4,21.8,0.5,39.2473,-76.3323,1507031.64
1800,2.35,6.6,7.5,1.837,10.04,0.8,5.64905,17400.0,19.0,21.2,0.5,39.2588,-76.2863,1507027.38
1801,9.826,3.8,7.4,1.089,14.66,1.2,8.8784,18500.0,3.2,21.2,0.5,39.3196,-76.2086,1507025.94
1802,4.272,7.4,7.5,1.26,7.93,0.8,4.07078,14200.0,8.8,21.1,0.5,39.2954,-76.2534,1507029.36
1803,5.126,8.3,7.7,0.854,7.12,0.8,3.68043,14500.0,8.4,20.1,0.5,39.29892,-76.33149,1507023.3
1804,9.398,7.8,7.7,1.517,6.87,0.9,3.19617,12200.0,6.0,21.4,0.5,39.3622,-76.1749,1507027.98
1805,8.544,7.0,7.4,3.567,8.18,0.7,3.77774,14764.0,16.4,23.1,1.0,39.35393,-76.1296,1507718.7
1806,10.253,7.3,7.9,1.858,7.93,0.9,4.16251,14100.0,4.0,20.7,0.5,39.35393,-76.1296,1507021.2
1807,3.845,7.1,7.5,1.837,5.51,0.7,2.25427,10200.0,17.6,21.0,0.5,39.4028,-76.1019,1507023.96
1808,4.425,9.3,7.9,1.068,6.31,1.1,2.3365,7500.0,6.3,14.7,0.5,39.34873,-76.17579,1509531.18
1809,1.983,8.3,7.8,0.74,10.43,1.2,5.34017,20100.0,6.9,15.3,2.0,39.2495,-76.2405,1509528.6
1810,14.952,8.3,7.81,20.933,10.34,0.2,6.28586,17866.0,100.0,19.4,1.9,39.2282,-76.40063,1508833.8
1811,4.058,8.3,7.63,3.268,13.14,,8.73712,22118.0,8.8,19.4,1.0,39.21348,-76.24617,1508846.4
1812,2.777,7.6,7.56,0.961,8.31,0.3,4.8244,15071.0,26.0,19.0,1.0,39.35393,-76.1296,1508841.0
1813,1.068,9.1,7.7,0.74,1.72,0.7,1.14384,9160.0,9.6,12.3,0.5,39.34873,-76.17579,1510742.34
1814,1.495,9.7,7.7,0.74,5.39,1.0,3.93182,10200.0,4.8,14.3,0.5,39.2495,-76.2405,1510739.58
1815,9.185,8.8,7.19,2.029,8.0,1.2,5.52224,14526.0,9.2,13.9,0.9,39.2282,-76.40063,1510055.1
1816,2.003,8.8,7.7,1.362,6.75,1.3,4.52503,12000.0,6.2,14.1,1.0,39.21348,-76.24617,1510041.6
1817,1.869,9.6,8.0,2.243,1.31,0.5,0.38165,3039.0,16.5,13.6,0.8,39.35393,-76.1296,1510046.1
1818,1.922,11.8,7.9,2.072,4.36,0.7,2.53847,8100.0,11.3,5.0,0.5,39.34873,-76.17579,1513332.9
1819,4.272,11.6,7.8,1.089,10.69,0.8,4.58849,16800.0,18.8,4.6,3.0,39.2495,-76.2405,1513330.38
1820,2.848,12.9,7.8,1.887,8.89,0.3,0.42132,4160.0,14.0,2.7,0.5,39.34873,-76.17579,1516978.32
1821,7.743,12.9,8.1,0.74,5.04,0.4,11.13352,12900.0,6.7,1.1,3.0,39.2495,-76.2405,1516975.86
1822,1.424,12.6,7.8,4.806,4.84,0.5,1.3865,9100.0,39.3,3.0,0.5,39.34873,-76.17579,1518688.8
1823,1.424,10.8,7.7,1.246,14.19,0.6,10.01018,23700.0,14.5,2.8,4.0,39.2495,-76.2405,1518686.4
1824,16.234,11.9,7.9,1.858,4.3,0.7,3.49098,8200.0,10.8,6.8,0.5,39.34873,-76.17579,1522318.32
1825,19.01,11.0,8.0,4.763,8.19,0.7,10.75121,15000.0,20.8,6.4,4.0,39.2495,-76.2405,1522315.68
1826,3.204,10.3,7.9,0.908,0.0,0.4,-0.39363,3300.0,115.0,11.6,0.5,39.34873,-76.17579,1524651.96
1827,3.204,5.7,7.7,1.976,8.5,0.5,0.85688,4200.0,21.0,11.4,3.0,39.2495,-76.2405,1524649.44
1828,5.696,7.3,7.7,3.026,0.81,0.5,-1.64984,2110.0,63.3,20.8,0.5,39.34873,-76.17579,1526465.58
1829,19.758,6.9,7.7,4.592,2.54,0.5,5.64432,15200.0,15.6,15.5,4.0,39.2495,-76.2405,1526463.18
1830,3.56,6.3,7.7,4.058,0.11,0.4,0.09878,5400.0,22.5,22.2,0.5,39.34873,-76.17579,1528279.62
1831,3.471,6.1,7.4,1.682,1.34,0.6,-0.27398,12900.0,10.8,21.0,3.0,39.2495,-76.2405,1528277.28
1832,6.675,6.0,7.7,2.109,3.18,0.8,-0.22664,6300.0,42.7,23.8,0.5,39.34873,-76.17579,1530092.82
1833,13.457,6.5,7.8,3.418,6.31,0.8,1.24145,9300.0,15.0,23.5,2.0,39.2495,-76.2405,1530090.78
1834,6.408,6.4,7.8,4.619,1.62,0.7,-2.2878,4730.0,9.6,27.3,0.5,39.34873,-76.17579,1531302.6
1835,8.544,6.2,7.9,6.75,3.89,0.6,-0.92865,13700.0,6.8,26.8,3.0,39.2495,-76.2405,1531300.32
1836,5.34,8.5,7.5,3.952,0.0,0.2,-2.5923,178.0,,23.8,0.5,39.34873,-76.17579,1532690.34
1837,3.916,7.8,7.4,2.207,0.0,0.2,0.17971,440.0,,26.4,6.0,39.2495,-76.2405,1532687.88
1838,6.942,7.7,7.7,1.655,0.0,0.5,-3.37025,208.0,15.3,26.8,0.5,39.34873,-76.17579,1533721.98
1839,8.01,7.3,8.0,4.005,0.04,0.5,-3.53592,280.0,20.0,27.4,3.0,39.2495,-76.2405,1533719.7
1840,1.068,7.4,7.5,1.175,0.0,0.1,-2.5923,139.0,128.0,23.8,0.5,39.34873,-76.17579,1534932.48
1841,3.204,6.8,7.5,0.783,0.24,0.2,-2.63488,1100.0,26.7,24.7,4.0,39.2495,-76.2405,1534929.96
1842,2.136,8.4,7.6,9.505,0.0,0.4,-1.94517,285.0,200.0,21.1,7.0,39.34873,-76.17579,1537350.72
1843,1.78,7.3,7.6,0.74,0.52,0.4,-1.56992,17100.0,14.5,21.1,2.0,39.2495,-76.2405,1537348.38
1844,1.068,9.3,7.8,0.89,0.0,0.3,-0.97748,209.0,16.0,15.9,0.5,39.34873,-76.17579,1539957.3
1845,1.602,6.4,7.8,0.74,0.2,0.3,-0.95599,3000.0,29.3,19.9,6.0,39.2495,-76.2405,1539955.02
1846,1.602,13.4,7.9,0.908,0.0,0.2,0.03811,191.0,36.7,3.9,0.5,39.34873,-76.17579,1543567.8
1847,3.204,12.7,7.9,2.403,0.0,0.3,0.03705,204.0,185.0,3.6,3.0,39.2495,-76.2405,1543566.0
1848,1.282,12.3,8.4,2.008,0.0,0.6,0.03054,4500.0,9.6,3.0,0.5,39.34873,-76.17579,1544694.6
1849,1.068,11.1,8.4,0.278,8.5,0.3,0.70579,15000.0,10.0,3.9,4.0,39.2495,-76.2405,1544692.38
1850,1.335,13.1,8.4,0.74,0.55,0.4,1.92661,1680.0,17.0,3.0,0.5,39.34873,-76.17579,1547722.92
1851,0.854,11.5,7.5,0.74,10.37,0.5,8.63648,17900.0,27.0,2.8,2.0,39.2495,-76.2405,1547720.58
1852,1.78,13.4,8.4,0.74,0.0,0.1,0.01544,161.0,36.0,2.3,0.5,39.34873,-76.17579,1550138.34
1853,2.848,13.5,8.5,0.74,0.17,0.2,-0.00409,13700.0,24.0,1.6,4.0,39.2495,-76.2405,1550136.06
1854,7.476,13.2,8.7,1.196,0.0,0.6,0.03668,295.0,16.8,4.6,0.5,39.34873,-76.17579,1552470.42
1855,2.136,11.4,8.0,4.619,1.66,0.6,7.34646,3660.0,16.4,4.4,2.0,39.2495,-76.2405,1552468.14
1856,3.916,9.5,7.8,2.385,0.0,0.3,-0.76287,229.0,23.2,14.5,0.5,39.34873,-76.17579,1555580.82
1857,1.78,9.3,7.9,2.634,0.0,0.3,-0.77744,1480.0,21.0,14.6,6.0,39.2495,-76.2405,1555578.6
1858,2.67,9.0,7.9,1.549,0.0,0.4,-1.53209,176.0,28.0,19.0,0.5,39.34873,-76.17579,1558605.0
1859,3.471,7.7,7.8,1.068,2.68,0.5,-1.15164,5450.0,16.5,18.5,8.0,39.2495,-76.2405,1558602.78
1860,4.486,7.8,7.7,3.674,0.0,0.7,-2.4232,211.0,20.0,23.1,0.5,39.34873,-76.17579,1559813.4
1861,5.126,6.8,7.8,4.144,4.66,0.6,-2.51924,290.0,77.0,23.5,8.0,39.2495,-76.2405,1559811.36
